word,label
nepřáteli,0
a,0
dává,1
přednost,0
rychlému,0
útěku,0
po,0
zemi.,0
Dokáže,1
přitom,0
vyvinout,1
rychlost,0
až,0
55 km/hod.,0
Žádná,0
jiná,0
opice,0
tak,0
rychle,0
běhat,0
"neumí,",0
kočkodan,0
husarský,0
je,0
proto,0
držitelem,0
rychlostního,0
rekordu,0
opičích,0
atletů.,1
Rekord,0
bez,1
rozběhu.,0
Oblíbenou,0
disciplínou,0
mezi,1
opicemi,0
je,0
skok,0
do,1
dálky.,0
Málokterá,0
má,0
ale,0
tak,0
čistý,1
"styl,",0
jako,0
madagaskarský,0
indri,0
(Indri,0
indri).,0
Ten,0
se,0
odráží,0
jako,0
lidé,0
pouze,0
zadními,0
končetinami,0
a,0
během,0
skoku,0
drží,0
tělo,0
vzpřímeně.,0
Zadní,0
končetiny,0
má,0
mimořádně,0
"silné,",0
jejich,0
mohutný,0
odraz,0
ho,0
snadno,0
přenese,1
až,0
na,1
vzdálenost,0
10 m.,0
A,0
protože,0
se,0
tento,0
rekordní,0
výkon,1
odehrává,0
vysoko,0
v,0
korunách,1
"stromů,",0
kde,0
indri,0
překonává,1
vzdálenost,0
mezi,0
dvěma,0
"kmeny,",0
nemůže,0
se,0
rozběhnout.,0
Celý,0
ten,0
desetimetrový,0
skok,0
zvládne,0
odrazem,0
z,0
místa!,0
"Kdoví,",0
kam,0
až,0
by,0
"doskočil,",0
kdyby,0
skákal,0
s,1
rozběhem.,0
Neuvěřitelné,0
výkony,1
opic.,0
Posilování,0
s,0
kamenem.,0
Vzpěrač,0
musí,0
mít,0
nejen,0
silné,0
"paže,",0
ale,0
i,0
nohy,0
a,0
svalnatá,0
"záda,",0
s,1
jejichž,0
pomocí,0
zdvihá,0
zátěž,0
nad,0
hlavu.,0
Přesně,0
takto,0
vypadají,0
opičí,0
vzpěrači,1
malpy,0
pruhohřbeté,0
(Sapajus,0
libidinosus).,0
Až,0
na,1
drobný,0
rozdíl -,0
nevzpírají,0
"činky,",0
ale,0
kameny.,0
Živí,0
se,0
těmi,0
nejtvrdšími,0
"ořechy,",0
jaké,0
v,0
jihoamerické,0
džungli,0
"rostou,",0
a,0
jako,0
jediní,0
zdejší,0
obyvatelé,0
si,0
s,1
jejich,0
skořápkou,0
umí,0
poradit.,0
Malpa,0
si,0
ořech,0
položí,0
na,0
vystouplý,0
"kořen,",0
nad,0
hlavu,0
zvedne,0
co,0
nejtěžší,0
kámen,0
a,0
jeho,0
vahou,0
skořápku,0
rozbije.,0
Než,0
se,1
"naobědvá,",1
mnohokrát,0
tento,0
vzpěračský,0
výkon,1
zopakuje.,0
A,0
protože,0
si,0
nikdy,0
není,0
"jistá,",0
že,0
najde,0
vhodný,0
kámen,0
"pokaždé,",0
když,0
ho,0
"potřebuje,",0
posiluje,1
i,0
za,1
chůze -,0
pro,0
jistotu,0
si,0
ho,0
nosí,0
s,0
sebou.,0
Rybařící,1
opice.,0
Plavání,0
se,1
mnoho,0
opic,0
nevěnuje.,1
Plavecký,1
přeborník,1
makak,0
jávský,0
(Macaca,0
fascicularis),0
proto,0
nemá,0
velkou,0
konkurenci.,0
Navzdory,0
českému,0
jménu,0
nežije,1
jen,0
na,0
"Jávě,",0
obývá,0
všechny,0
indonéské,0
"ostrovy,",0
běžný,0
je,0
i,0
v,0
téměř,0
celé,0
Zadní,0
Indii.,0
Nejraději,0
má,0
hustě,0
zalesněné,0
břehy,0
řek,0
nebo,0
pobřežní,0
mangrovy.,0
Blízkost,0
vody,0
vyhledává,0
"záměrně,",0
je,0
vynikající,0
plavec,0
a,0
ve,0
vodě,0
nehledá,0
jen,0
"potravu,",0
ale,0
i,0
záchranu,0
před,1
predátory.,0
I,0
k,1
odpočinku,0
si,0
vybírá,0
"stromy,",0
jejichž,0
větve,0
sahají,1
nad,0
"hladinu,",0
aby,0
mohl,0
v,1
případě,0
nebezpečí,0
jen,0
seskočit,0
a,0
rychle,0
odplavat,0
pryč.,0
O,1
"tom,",0
jak,0
skvělý,0
je,0
"plavec,",0
svědčí,1
"to,",0
že,0
má,0
ve,1
svém,0
pestrém,1
jídelníčku,0
zařazeny,0
i,0
"ryby,",0
které,0
si,0
dovede,0
ve,0
vodě,0
sám,0
ulovit.,0
Bez,0
"udice,",0
jen,0
tak,0
rukama!,0
Vzdušní,0
akrobaté.,0
Nejoblíbenějším,0
opičím,0
sportem,1
je,0
sportovní,0
gymnastika.,0
Ale,0
výkony,1
některých,0
druhů,0
už,0
hraničí,0
se,1
vzdušnou,0
"akrobacií,",0
v,1
níž,0
jsou,0
jednoznačně,0
nejlepší,0
giboni,0
(čeleď,0
Hylobatidae).,0
Z,0
místa,0
na,0
místo,0
se,0
přemísťují,0
originálním,0
"způsobem,",0
při,0
němž,0
místo,0
nohou,0
používají,0
paže.,0
Jejich,0
"pohyb,",0
kdy,0
se,0
mohutným,0
zhoupnutím,0
a,0
švihem,0
paže,0
přemísťují,0
z,0
jedné,0
větve,0
na,0
"druhou,",0
se,0
odborně,0
jmenuje,0
brachiace,0
a,0
gibboni,0
v,1
něm,0
překonávají,0
nejeden,0
atletický,0
rekord.,0
Mohou,0
takto,0
vzduchem,0
létat,0
rychlostí,0
až,0
"55 km/hod.,",0
tj.,0
stejně,0
rychle,0
jako,0
nejrychlejší,0
opičí,0
"sprinter,",1
a,0
překonávají,1
vzdálenost,0
až,0
"15 m,",0
jsou,0
tedy,0
lepší,0
než,0
dálkař,1
indri.,0
Zato,0
v,1
 plavání,0
by,1
zcela,0
propadli -,1
plavat,0
neumí,0
vůbec.,0
Ráno,0
nám,0
přijeli,0
odpojit,0
"elektřinu,",0
protože,0
nemáme,0
zaplacené,0
účty.,0
Josef,0
se,0
nás,0
snažil,0
"přesvědčit,",0
že,0
elektřinu,0
vlastně,0
dohromady,1
na,1
nic,0
nepotřebujeme,0
a,0
kromě,0
toho,0
je,0
předražená.,0
Topit,0
můžeme,0
v,0
kachlových,0
"kamnech,",0
svítit,0
petrolejovými,0
lampami,0
a.1,0
vodu,0
ohřívat,0
v.1,0
"kotli,",0
jak,0
se.1,0
to,0
na.1,0
Kostce,0
dělávalo,0
až,0
do,1
roku,0
1927.0,0
Svůj,0
proslov,0
zakončil,0
odvážným,0
"tvrzením,",0
že.1,0
elektrický,0
proud,1
působí,1
na.2,1
psychiku,0
a.2,0
dělá,1
lidi,0
nervózními.,0
Mě,0
ovšem,0
mnohem,0
víc,0
znervóznila,1
"představa,",0
jak.1,0
si,0
suším,0
vlasy,0
nad,0
ohněm.,0
Na,1
moji,0
stranu,1
se.2,0
přidal,0
i,0
dosud,0
k,1
Josefovi,0
zcela,0
loajální,0
a.3,0
submisivní,0
pan,0
"Spock,",0
který,0
se.3,0
odvážil,0
"namítnout,",0
že.2,0
obsluha,0
kachlových.1,0
kamen,0
čítala,0
tři,0
"lidi,",0
kteří,0
celou,0
zimu,0
nedělali,0
nic.1,0
"jiného,",0
než,0
běhali,0
po,0
zámku,0
a.4,0
přikládali.,1
Už,0
dost,0
na.3,0
"tom,",0
že.3,0
jako,0
hypertonik,0
musí,0
topit,0
ve,0
skleníku.,0
Matce,0
jsem,0
Josefovo,0
blouznění,0
překládala,1
raději,0
jen,0
"namátkově,",0
protože.1,0
jsem.1,0
se.4,0
"obávala,",0
že.4,0
by,0
s,1
jeho,0
argumenty,0
byla,0
schopná,0
souhlasit.,0
Návratu,0
Kostky,0
do.1,1
devatenáctého,0
století,0
zabránila,0
paní,0
"Tichá,",0
která,0
pohrozila,0
okamžitou,0
"výpovědí,",0
pokud,0
jí,0
nepojede,1
"vysavač,",0
mražáky,0
a.5,0
umělá,0
líheň,0
na.4,1
kuřata.,0
Otec,0
tedy,0
uprosil,0
muže,0
od,1
elektrárenské,0
"společnosti,",0
aby,0
nám.1,0
elektřinu.1,0
"neodpojovali,",0
oblekl,0
si.1,0
blejzr,0
a.6,0
odjel,0
s.1,0
nimi,0
na.5,0
ředitelství.,0
Odpoledne,0
jsem.2,0
s.2,0
paní.1,0
Tichou,0
vysávala,0
Himmlerovo,0
apartmá.,0
Ty,0
čtyři,0
"místnosti,",0
kde,0
několikrát,0
přenocoval,0
Heinrich,0
"Himmler,",0
jsou,0
mnohem.1,0
útulnější,0
než.1,0
náš,0
byt,0
a.7,0
hlavně -,0
mají,0
koupelnu!,0
Požádala,0
jsem.3,0
"matku,",0
aby.1,0
se.5,0
nad.1,1
touto,0
skutečností,0
alespoň,0
"zamyslela,",0
ale,0
odmítla,0
s.3,1
"tím,",0
že.5,0
nebude,0
bydlet,0
v.2,0
bytě,0
po.1,1
nacistickém,0
"hrdlořezovi,",0
kvůli,0
němuž,0
padl,1
její,0
dědeček,0
Joe.,0
Moji,0
"námitku,",0
že.6,0
jejího,0
dědečka,0
zastřelili,0
Japonci,0
na.6,0
"Filipínách,",0
přešla,1
mávnutím,0
ruky.,0
Josef.1,0
by.1,0
proti,1
našemu,0
přestěhování,0
kupodivu,0
nic.2,0
"neměl,",0
jenom,0
mě,0
"upozornil,",0
že.7,0
Himmlerovo.1,0
apartmá,0
je.1,0
v.3,1
návštěvnické,0
"trase,",0
takže,0
bychom,0
se.6,0
museli,0
smířit,0
s.4,1
"tím,.1",0
že.8,0
nám.2,0
přes,0
byt.1,0
budou,0
chodit,0
mufloni.,1
Na.1,1
můj,0
udivený,0
"dotaz,",0
proč,0
chodí,0
k.1,1
Himmlerovi,0
"mufloni,",0
kde.1,0
se.7,0
berou,0
a.8,0
jak.2,0
se.8,0
tam,0
"dostanou,",0
mi,0
"řekl,",0
že.9,0
muflon,0
je.2,0
slangový,0
výraz,0
pro,0
návštěvníka.,0
To,0
mě.1,0
"uklidnilo,",0
protože.2,0
jsem.4,0
si.2,0
"myslela,",0
že.10,0
jde,1
zas,0
o,1
nějakou,0
divnou,0
rodovou,0
tradici,0
a.9,0
my,0
budeme,0
přímo,0
v.4,0
zámku.1,0
muset,0
opatrovat,0
stádo,0
zvířat.,0
Potom,0
lstivě,0
"dodal,",0
že.11,0
kdybychom,0
Kostku,0
pro.1,0
muflony,1
"uzavřeli,",0
můžeme.1,0
"bydlet,",0
kde.2,0
se.9,0
nám.3,0
zlíbí.,0
Řekla,0
jsem.5,0
"mu,",0
že.12,0
o.1,1
tom,0
budu,0
"přemýšlet,",0
ale.1,0
vzhledem,0
k.2,1
naší,0
finanční,0
situaci,0
je.3,0
"jasné,",1
že.13,0
muflony.1,1
a.10,0
jejich,0
peníze,0
budeme.1,0
potřebovat.,0
Otec.1,0
se.10,0
vrátil,0
zasmušilý.,0
Elektřinu,0
sice,0
"zachránil,",0
ale.2,0
Bendova,0
půjčka,0
se.11,0
opět,0
výrazně,0
scvrkla.,1
Celý,0
večer,0
si.3,0
hrál,0
ve.1,0
svém,0
pokoji,0
s.5,0
Olinem,0
a.11,0
"Laďou,",0
přičemž,0
jim,0
"říkal,",0
jak.3,0
jim.1,0
"závidí,",0
že.14,0
nemají,0
zámek,0
a.12,0
dluhy.,0
Já,0
jsem.6,0
si.4,0
střídavě,0
četla,0
Bibli,0
a.13,0
deník,0
Václava,0
Antonína-,0
"toho,",0
který.1,0
zajal,0
harém,0
a.14,0
přivezl,0
si.5,0
jej,0
na.7,0
"Kostku,",0
aniž,0
by.2,0
mu,0
"překáželo,",1
že.15,0
je.4,0
ženatý.,0
Popisy,0
jeho.1,0
sexuálních,0
praktik,0
jsou.1,0
doprovázeny,1
"kresbami,",0
takže.1,0
to.1,0
vypadá,0
jako.1,0
pornografický,0
komiks.,0
Václav,0
Antonín,0
si.6,0
nepochybně,0
právem,0
vysloužil,0
v.5,1
rodových,0
dějinách,0
přezdívku,0
Velký,0
Prasák.,0
Po,1
přehlídce,0
těch,0
nejbizarnějších,0
a.15,0
nejnepravděpodobnějších,0
poloh,0
jsem.7,0
se.12,0
na.8,1
Skutky,0
apoštolů,0
soustředila,0
jen.1,0
s.6,1
nejvyšším,1
vypětím.,0
V,1
noci,0
se.13,0
mi.1,0
zdálo,0
o.2,1
břišních,0
tanečnicích.,0
U,1
snídaně,0
byl,0
otec,0
stále,0
zasmušilý..1,0
Pozoroval,0
Olina,0
s.7,0
"Laďou,.1",0
jak.4,0
chlemtají,0
kuřecí,0
vývar,0
z,0
desetilitrového,0
"kastrolu,",0
a.16,0
ztrápeným,0
hlasem,0
je.5,0
"pobízel,",0
ať,0
se.14,0
nají,0
do.2,1
"zásoby,",0
protože.3,0
bída,0
a.17,0
hlad,0
už,0
stojí,1
za,0
dveřmi.,1
Nevím,0
jak.5,0
"bída,",0
ale.3,0
hlad.1,0
za.1,0
dveřmi,1
určitě,0
nestojí.,1
Zásoby,0
masa,0
odhaduji,0
tak,0
na.9,1
rok.,0
Dnes,0
v.6,1
noci.1,0
se.15,0
v.7,0
umělé,0
líhni,0
narodila,0
další,0
várka,1
housat.,0
Ostatně,0
co,0
se.16,0
stravy,0
týká-,0
jsem.8,0
"překvapená,",0
jak.6,0
rychle,0
jsem.9,0
si.7,0
zvykla,0
na.10,1
kuchyni,1
paní.2,0
Tiché.,0
Ještě,0
před,1
měsícem,0
bych,0
"nevěřila,",0
že.16,0
se.17,0
dají,0
sníst,0
napohled,0
tak.1,0
odpudivé,0
věci,0
jako.2,0
"tlačenka,",0
pajšl,0
nebo,0
lečo.,0
Kupodivu,0
jsem.10,0
zvládla,0
i.1,0
zabijačkovou,0
"polévku,",0
přestože,0
jsem.11,0
stále.1,0
"přesvědčená,",0
že.17,0
jídlo,0
by.3,0
nemělo,0
mít,0
černou,0
barvu.,0
Taky,0
už.1,0
umím,0
"oškubat,",0
vykuchat,0
a.18,0
naporcovat,0
drůbež,0
a.19,0
dnes,0
jsem.12,0
poprvé,0
smažila,0
vepřové,0
řízky.,0
Výsledky,0
práce,0
domácích,1
řemeslníků,0
a,0
rovněž,0
"prospektorů,",0
kteří,0
již,0
tenkrát,0
křižovali,0
krajinou,0
a,0
hledali,0
ložiska,0
železných,0
i,0
barevných,1
a,0
cenných,0
"kovů,",0
se,0
směňovaly,0
na,0
tržištích,0
v,0
podhradí,0
velkých,0
ústředí,0
a,0
na,0
všeobecně,0
známých,0
a,0
přístupných,0
místech.,0
Vedle,1
trhu,0
"domácího,",1
který,0
asi,0
při,1
všeobecně,0
samozásobitelské,0
povaze,0
české,0
společnosti,0
desátého,0
století,0
příliš,0
velkého,0
obratu,1
"nedociloval,",1
víme,0
v,0
českých,0
zemích,0
již,0
od,1
samého,0
počátku,0
tohoto,0
věku,0
o,1
přítomnosti,0
dálkového,0
obchodu,0
mezinárodního.,0
Zdá,1
"se,",1
že,0
onou,0
dobou,0
opouštěly,1
Čechy,0
především,0
suroviny,0
a,0
"polotovary,",0
například,0
právě,1
uvedený,1
"vosk,",0
a,0
případně,0
též,0
"zboží,",0
která,0
naším,0
územím,0
procházela,1
jako,0
zásilky,0
tranzitního,0
"obchodu,",0
třeba,0
saská,0
sůl,0
ze,0
solivarů,0
v,0
okolí,0
Halle,0
an,0
der,0
Saale.,0
Již,0
od,1
doby,0
kolem,1
roku,0
900.0,0
však,0
naši,0
podnikatelé,0
nabízeli,0
na,1
zahraničních,0
trzích,0
"„zboží“,",1
se,0
kterým,0
nemohli,0
neuspět -,0
otroky,0
a,0
otrokyně.,0
O,1
tom,0
uslyšíme,0
více,0
později.,0
V,0
zemi,0
obíhala,0
celá,0
řada,1
směnných,0
"prostředků,",1
užívaných,0
jako,0
všeobecné,0
hodnotové,0
ekvivalenty,0
nabízených,0
zboží.,0
Vedle,1
stůčků,0
hedvábí,0
a,0
ingotů,0
z,1
různých,0
kovů,0
standardní,0
váhy,0
to,0
byly,0
především,0
pověstné,0
"šátečky,",1
o,1
nichž,0
se,0
zmiňuje,0
emisar,0
córdobského,0
chalífátu,0
Ibráhím,0
ibn,0
"Ja’kúb,",0
který,0
navštívil,0
české,0
země,0
někdy,0
v,1
šedesátých,0
letech,0
desátého,0
století.,0
Z,1
jeho,0
zprávy,0
se,0
zachoval,0
"úryvek,",0
který,0
"popisuje,",1
jak,0
čeští,0
Slované,0
užívají,0
při,1
obchodu,0
zvláštních,0
textilních,0
výrobků,0
standardní,0
"velikosti,",0
tkaných,0
tak,0
"řídce,",0
že,0
se,0
nehodí,0
v,1
praxi,0
k,1
ničemu,0
jinému,0
než,0
právě,1
ke,1
směňování.,0
Podle,1
córdobského,0
cestovatele,0
byl,0
poměr,0
oněch,0
šátečků,1
k,1
minci,0
ustálen,0
a,0
tento,0
všeobecně,0
známý,0
poměr,0
sloužil,1
k,1
rychlému,1
přepočtu,0
cen,0
jednotlivých,0
druhů,0
zboží,0
v,1
libovolné,0
podobě,1
oběživa.,0
Zdá,1
"se,",1
že,0
Čechové,0
desátého,0
století,0
užívali,0
oněch,0
šátečků,1
co,0
"„drobných“,",1
neboť,0
stříbrná,0
mince,0
měla,0
podle,1
Ibráhímových,0
údajů,0
hodnotu,0
poměrně,0
vysokou.,1
Právě,1
tento,0
údaj,0
způsobuje,1
však,0
badatelům,0
jisté,1
"rozpaky,",0
neboť,0
si,0
"povšimli,",0
že,0
kdyby,0
Ibráhímem,0
uváděné,1
ceny,0
opravdu,0
"platily,",1
bylo,0
by,0
v,0
Čechách,0
desátého,0
století,0
obilí,0
levnější,0
než,0
v,0
Egyptě!,0
Kromě,0
těchto,0
různých,0
podob,1
oběživa,0
se,0
u,1
nás,0
ovšem,0
nakupovalo,0
i,0
za,1
stříbrnou,0
minci,0
"západní,",0
karlovské,0
váhové,0
soustavy.,0
První,0
takové,0
peníze,0
zarazil,1
snad,0
již,0
otec,0
našeho,0
"hrdiny,",1
"Boleslav I.,",0
a,0
do,1
konce,0
10.0,0
století,0
v,1
rukou,1
našich,0
obchodníků,0
a,0
mohovitých,0
členů,0
společnosti,0
zcela,0
zdomácněly.,0
Nejstarší,0
české,0
mince,0
napodobovaly,1
ražby,0
bavorského,0
města,0
"Řezna,",0
brzy,0
se,1
však,0
čeští,0
mincmistři,0
orientovali,1
na,1
širší,1
mezinárodní,0
trh,1
a,0
počali,0
razit,0
minci,0
napodobující,1
anglosaské,0
denáry,0
krále,0
"Ethelreda II., ",0
známého,0
pod,1
jménem,0
Ethelred,0
Zlé,0
rady,0
(Ethelred,0
the,0
"Unready,",0
slovní,0
hříčka,1
se,0
jménem,0
anglosaského,0
Adalráda,0
"Unráda,",0
"978–1016),",0
tehdy,0
oblíbené,0
platidlo,0
na,1
trzích,1
po,0
obou,0
březích,0
Baltského,0
"moře,",0
kam,0
tehdejší,0
český,0
obchod,0
především,0
směřoval.,1
Kdybychom,0
měli,0
popsat,1
orientaci,1
českého,0
dálkového,0
obchodu,0
na,1
tehdejší,0
světové,0
"trhy,",1
připodobnili,0
bychom,0
ji,0
nejspíše,0
k,1
větrné,0
růžici,0
směřující,0
do,1
čtyř,0
světových,0
"stran,",0
ale,0
otočené,0
o,0
45°.,0
Bylo,0
to,0
způsobeno,0
"tím,",0
že,0
hlavní,0
obchodní,0
tepny,1
se,0
tehdy,0
kryly,0
se,0
směry,0
velkých,0
"řek,",0
které,0
z,0
Čech,0
vytékaly,0
nebo,0
proudily,0
v,0
jejich,0
těsné,1
blízkosti.,0
Na,1
severozápad,0
tak,0
obchodníci,0
z,1
Čech,0
cestovali,0
po,0
Labi,0
a,0
na,1
severovýchod,0
po,0
Odře,0
a,0
Visle,0
až,0
k,0
pobřeží,0
Baltského,0
moře.,0
Na,1
jihozápad,0
zajížděli,0
proti,0
toku,0
horního,0
Dunaje,0
až,0
do,0
Würzburku,0
a,0
Mohuče,0
a,0
na,1
jihovýchod,0
se,0
naopak,0
vypravovali,0
po,0
proudu,0
Dunaje,0
až,0
k,0
Černému,0
moři.,0
České,0
"výrobky,",0
především,0
už,0
uvedené,1
suroviny,0
a,0
polotovary,0
"(vosk,",0
"stříbro,",0
snad,0
i,0
živý,0
dobytek),0
směřovaly,0
do,0
všech,0
těchto,0
končin,0
"světa,",0
kam,0
se,0
také,0
dopravovali,0
už,0
uvedení,1
otroci,0
a,0
otrokyně.,0
Většina,0
českého,0
raženého,0
stříbra,0
desátého,0
století,0
směřovala,0
do,0
"Pobaltí,",0
na,0
Gotland,0
a,0
do,0
jižní,0
Skandinávie.,0
"Nevíme,",0
co,0
tam,0
za,1
ně,0
čeští,0
exportéři,0
nakupovali;,0
můžeme,0
si,0
představovat,0
různé,0
druhy,0
orientálního,0
"zboží,",0
jichž,0
bylo,0
na,1
pobaltských,0
trzích,1
dost,0
a,0
dost.,0
Při,1
výskytu,0
tisíců,0
kusů,0
českých,0
mincí,0
nám,0
však,0
přece,0
jen,0
ekvivalent,0
těchto,0
investic,0
v,0
českých,0
zemích,0
chybí.,0
Nelze,0
proto,0
"vyloučit,",1
že,0
u,1
těchto,0
peněz,0
nešlo,1
o,1
platby,0
za,1
"zboží,",0
ale,0
spíše,0
za,1
"služby,",0
a,0
zde,0
už,0
si,0
můžeme,0
představovat,0
rozsáhlé,0
přemyslovské,0
„náborové,0
akce“,0
mezi,1
nezaměstnanými,0
vikingy,0
obou,0
břehů,0
Baltského,0
moře.,0
Vzhledem,0
k,1
"tomu,",0
že,0
víme,0
"jistě,",0
že,0
v,1
družinách,0
členů,0
přemyslovského,0
rodu,0
skandinávští,0
bojovníci,0
"sloužili,",1
je,0
"možné,",0
že,0
tyto,0
nálezy,0
zachycují,1
úspory,0
ze,1
"žoldu,",0
který,0
přemyslovská,0
správa,0
najatým,0
válečníkům,0
platila.,1
