type,model_only,preds,human_only,poss,second_label,words,labels,direct_en_translation,type_label
,0,0,0,NOUN,0,výhodám,0,,
,0,0,0,ADP,0,pro,0,,
,0,0,0,DET,0,všechny,0,,
,0,0,0,NOUN,0,obyvatele,0,,
,0,0,0,PROPN,0,Turecka,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Většina,0,,
,0,0,0,ADJ,0,českého,0,,
,0,0,0,ADJ,0,raženého,0,,
,0,0,0,NOUN,0,stříbra,0,,
,0,0,0,ADJ,0,desátého,0,,
,0,0,0,NOUN,0,století,0,,
,0,0,0,VERB,0,směřovala,0,,
,0,0,0,ADP,0,do,0,,
,0,0,0,PROPN,0,Pobaltí,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,PROPN,0,Gotland,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADP,0,do,0,,
,0,0,0,ADJ,0,jižní,0,,
,0,0,0,PROPN,0,Skandinávie,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Matce,0,,
,0,0,0,AUX,0,jsem,0,,
,0,0,0,ADJ,0,Josefovo,0,,
,0,0,0,NOUN,0,blouznění,0,,
,0,0,1,VERB,1,překládala,1,0,n
,0,0,0,ADV,0,raději,0,,
,0,0,0,ADV,0,jen,0,,
,0,0,0,ADV,0,namátkově,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,protože,0,,
,0,0,0,AUX,0,jsem,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,obávala,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,AUX,0,by,0,,
,0,1,0,ADP,1,s,1,,
,0,0,0,DET,0,jeho,0,,
,0,0,0,NOUN,0,argumenty,0,,
,0,0,0,AUX,0,byla,0,,
,0,0,0,ADJ,0,schopná,0,,
,0,0,0,VERB,0,souhlasit,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,AUX,0,Nebyl,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,CCONJ,0,sice,0,,
,0,0,0,ADJ,0,jistý,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,jestli,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,dokáže,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,NOUN,0,prodavačku,0,,
,0,0,0,ADV,0,aspoň,0,,
,0,0,0,ADV,0,trochu,0,,
,0,0,0,VERB,0,usmívat,0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,VERB,0,podařilo,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,PRON,0,mu,0,,
,0,0,0,DET,0,to,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PROPN,0,Oskar,0,,
,0,0,0,ADV,0,lhostejně,0,,
,0,0,0,VERB,0,přikývl,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Rekord,0,,
,0,1,0,ADP,1,bez,1,,
,1,1,0,NOUN,0,rozběhu,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,Když,0,,
,0,0,1,ADP,1,ve,1,,
,0,0,1,DET,1,své,1,,
,0,0,0,NOUN,0,čtvrti,0,,
,0,0,0,VERB,0,vystupoval,0,,
,0,0,0,ADP,0,z,0,,
,0,0,0,NOUN,0,tramvaje,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,VERB,0,všiml,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,ADJ,0,drobné,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,nepříliš,0,,
,0,0,0,ADJ,0,hezké,0,,
,0,0,0,ADJ,0,mladé,0,,
,0,0,0,NOUN,0,ženy,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADJ,0,prodávající,0,,
,0,0,1,ADP,1,na,1,,
,0,0,0,ADV,0,téměř,0,,
,0,0,0,ADJ,0,liduprázdném,0,,
,0,0,0,NOUN,0,náměstí,0,,
,0,0,0,ADJ,0,vánoční,0,,
,0,0,0,NOUN,0,stromky,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,VERB,0,vypadala,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,DET,0,té,0,,
,0,0,0,DET,0,své,0,,
,0,0,0,ADJ,0,dřevěné,0,,
,1,1,0,NOUN,0,ohrádce,0,,
,0,0,0,ADV,0,tak,0,,
,1,1,0,ADV,0,promrzle,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,osaměle,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,1,SCONJ,1,až,1,,
,0,0,0,PRON,0,jí,0,,
,0,0,0,PROPN,0,Oskarovi,0,,
,0,1,0,VERB,1,přišlo,1,0,c
,0,0,0,ADV,0,líto,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,DET,0,Tato,0,,
,0,0,1,NOUN,1,otázka,1,1,c
,0,0,0,AUX,0,bude,0,,
,0,0,1,VERB,1,mít,1,0,c
,0,0,0,ADJ,0,velký,0,,
,0,0,0,NOUN,0,význam,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,měli,0,,
,0,0,0,AUX,0,bychom,0,,
,0,0,0,PRON,0,jí,0,,
,0,0,0,ADV,0,již,0,,
,0,0,0,ADV,0,teď,0,,
,0,0,1,VERB,1,věnovat,1,0,c
,0,0,0,NOUN,0,pozornost,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PUNCT,0,„,0,,
,0,0,0,ADJ,0,Hezký,0,,
,0,0,0,PROPN,0,Vánoce,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PUNCT,0,”,0,,
,0,0,0,VERB,0,popřála,0,,
,0,0,0,PRON,0,mu,0,,
,0,0,0,NOUN,0,exmanželka,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,VERB,0,přibouchla,0,,
,0,0,0,NOUN,0,dveře,0,,
,0,0,0,ADP,0,od,0,,
,0,0,0,NOUN,0,auta,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,odjela,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,CCONJ,0,I,0,,
,0,1,0,ADP,1,k,1,,
,0,0,0,NOUN,0,odpočinku,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,VERB,0,vybírá,0,,
,0,0,0,NOUN,0,stromy,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,jejichž,0,,
,0,0,0,NOUN,0,větve,0,,
,0,0,1,VERB,1,sahají,1,0,c
,0,0,0,ADP,0,nad,0,,
,0,0,0,NOUN,0,hladinu,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,aby,0,,
,0,0,0,VERB,0,mohl,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,NOUN,0,případě,0,,
,0,0,0,NOUN,0,nebezpečí,0,,
,0,0,0,ADV,0,jen,0,,
,0,0,0,VERB,0,seskočit,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,rychle,0,,
,0,0,0,VERB,0,odplavat,0,,
,0,0,0,ADV,0,pryč,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PRON,0,já,0,,
,0,0,0,VERB,0,říkám,0,,
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,V,1,,
,0,0,0,DET,0,tom,0,,
,0,0,0,ADV,0,pak,0,,
,0,0,0,CCONJ,0,ale,0,,
,0,1,0,VERB,1,dosahuje,1,0,c
,0,0,0,ADJ,0,vynikajících,0,,
,0,0,0,NOUN,0,výsledků,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,AUX,0,Je,0,,
,0,0,0,CCONJ,0,však,0,,
,0,0,0,ADJ,0,nutné,0,,
,0,0,0,VERB,0,zajistit,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,jak,0,,
,0,0,0,VERB,0,řekla,0,,
,0,0,0,NOUN,0,baronka,0,,
,0,0,0,PROPN,0,Ashtonová,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,aby,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,konalo,0,,
,0,0,0,ADJ,0,dodatečné,0,,
,1,1,0,ADJ,0,řádné,0,,
,0,0,0,NOUN,0,referendum,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,PROPN,0,Abyei,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADV,0,také,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,NOUN,0,oblasti,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,PRON,0,níž,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,nachází,0,,
,0,0,0,NOUN,0,ropa,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Výsledky,0,,
,0,0,0,NOUN,0,práce,0,,
,0,0,1,ADJ,1,domácích,1,0,c
,0,0,0,NOUN,0,řemeslníků,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,rovněž,0,,
,0,0,0,NOUN,0,prospektorů,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,kteří,0,,
,0,0,0,ADV,0,již,0,,
,0,0,0,ADV,0,tenkrát,0,,
,0,0,0,VERB,0,křižovali,0,,
,0,0,0,NOUN,0,krajinou,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,hledali,0,,
,0,0,0,NOUN,0,ložiska,0,,
,0,0,0,ADJ,0,železných,0,,
,0,0,0,CCONJ,0,i,0,,
,0,0,1,ADJ,1,barevných,1,0,c
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADJ,0,cenných,0,,
,0,0,0,NOUN,0,kovů,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,směňovaly,0,,
,1,1,0,ADP,0,na,0,,
,0,0,0,NOUN,0,tržištích,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,NOUN,0,podhradí,0,,
,0,0,0,ADJ,0,velkých,0,,
,0,0,0,NOUN,0,ústředí,0,,
,0,0,0,CCONJ,0,a,0,,
,1,1,0,ADP,0,na,0,,
,0,0,0,ADV,0,všeobecně,0,,
,0,0,0,ADJ,0,známých,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADJ,0,přístupných,0,,
,0,0,0,NOUN,0,místech,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Zato,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,NOUN,0,plavání,0,,
,0,0,1,AUX,1,by,1,,
,0,0,0,ADV,0,zcela,0,,
,0,1,0,VERB,1,propadli,1,0,n
,0,0,0,PUNCT,0,-,0,,
,0,0,0,VERB,0,plavat,0,,
,0,0,0,VERB,0,neumí,0,,
,0,0,0,PART,0,vůbec,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,pak,0,,
,0,0,0,VERB,0,má,0,,
,0,0,0,ADV,0,eště,0,,
,0,0,0,ADJ,0,druhé,0,,
,0,0,0,ADJ,0,ňáké,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,SCONJ,0,jako,0,,
,1,1,0,NOUN,0,šatičky,0,,
,0,0,0,ADJ,0,oranžové,0,,
,0,0,0,VERB,0,nemá,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,VERB,0,Nelze,0,,
,0,0,0,CCONJ,0,proto,0,,
,0,0,1,VERB,1,vyloučit,1,0,c
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,1,0,ADP,1,u,1,,
,0,0,0,DET,0,těchto,0,,
,0,0,0,NOUN,0,peněz,0,,
,0,0,1,VERB,1,nešlo,1,0,c
,0,1,0,ADP,1,o,1,,
,0,0,0,NOUN,0,platby,0,,
,0,1,0,ADP,1,za,1,,
,0,0,0,NOUN,0,zboží,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,PART,0,spíše,0,,
,0,1,0,ADP,1,za,1,,
,0,0,0,NOUN,0,služby,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,zde,0,,
,0,0,0,ADV,0,už,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,VERB,0,můžeme,0,,
,0,0,0,VERB,0,představovat,0,,
,0,0,0,ADJ,0,rozsáhlé,0,,
,0,0,0,ADJ,0,přemyslovské,0,,
,0,0,0,PUNCT,0,„,0,,
,0,0,0,ADJ,0,náborové,0,,
,0,0,0,NOUN,0,akce,0,,
,0,0,0,PUNCT,0,“,0,,
,0,1,0,ADP,1,mezi,1,,
,0,0,0,ADJ,0,nezaměstnanými,0,,
,0,0,0,NOUN,0,vikingy,0,,
,0,0,0,NUM,0,obou,0,,
,0,0,0,NOUN,0,břehů,0,,
,0,0,0,ADJ,0,Baltského,0,,
,0,0,0,NOUN,0,moře,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PART,0,ano,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,PRON,0,já,0,,
,0,0,0,ADV,0,sem,0,,
,0,0,0,PRON,0,jí,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADV,0,už,0,,
,0,0,0,ADJ,0,předtým,0,,
,0,0,0,ADV,0,sem,0,,
,0,0,0,PRON,0,jí,0,,
,0,0,0,VERB,0,říkala,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,DET,0,Málokterá,0,,
,0,0,0,VERB,0,má,0,,
,0,0,0,CCONJ,0,ale,0,,
,0,0,0,ADV,0,tak,0,,
,0,1,0,ADJ,1,čistý,1,1,c
,0,0,0,NOUN,0,styl,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,ADJ,0,madagaskarský,0,,
,0,0,0,NOUN,0,indri,0,,
,0,0,0,PUNCT,0,(,0,,
,0,0,0,X,0,Indri,0,,
,0,0,0,X,0,indri,0,,
,0,0,0,PUNCT,0,),0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Již,0,,
,0,1,0,ADP,1,od,1,,
,0,0,0,NOUN,0,doby,0,,
,0,1,0,ADP,1,kolem,1,,
,0,0,0,NOUN,0,roku,0,,
,0,0,0,NUM,0,900,0,,
,0,0,0,CCONJ,0,však,0,,
,0,0,0,DET,0,naši,0,,
,0,0,0,NOUN,0,podnikatelé,0,,
,0,0,0,VERB,0,nabízeli,0,,
,0,1,0,ADP,1,na,1,,
,0,0,0,ADJ,0,zahraničních,0,,
c,1,1,0,NOUN,1,trzích,0,0,c
,0,0,0,PUNCT,0,„,0,,
,0,0,1,NOUN,1,zboží,1,1,n
,0,0,0,PUNCT,0,“,0,,
,0,0,0,PUNCT,0,",",0,,
,1,1,0,ADP,0,se,0,,
,0,0,0,DET,0,kterým,0,,
,0,0,0,VERB,0,nemohli,0,,
,1,1,0,VERB,0,neuspět,0,,
,0,0,0,PUNCT,0,-,0,,
,0,0,0,NOUN,0,otroky,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,NOUN,0,otrokyně,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,Než,0,,
,0,0,1,PRON,1,se,1,,
,0,0,1,VERB,1,naobědvá,1,0,n
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,mnohokrát,0,,
,0,0,0,DET,0,tento,0,,
,0,0,0,ADJ,0,vzpěračský,0,,
,0,0,1,NOUN,1,výkon,1,0,c
,0,0,0,VERB,0,zopakuje,0,,
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,Při,1,,
,0,0,0,NOUN,0,výskytu,0,,
,0,0,0,NUM,0,tisíců,0,,
,0,0,0,NOUN,0,kusů,0,,
,0,0,0,ADJ,0,českých,0,,
,0,0,0,NOUN,0,mincí,0,,
,0,0,0,PRON,0,nám,0,,
,0,0,0,CCONJ,0,však,0,,
,0,0,0,PART,0,přece,0,,
,0,0,0,PART,0,jen,0,,
,0,0,0,NOUN,0,ekvivalent,0,,
,0,0,0,DET,0,těchto,0,,
,0,0,0,NOUN,0,investic,0,,
,0,0,0,ADP,0,v,0,,
,0,0,0,ADJ,0,českých,0,,
,0,0,0,NOUN,0,zemích,0,,
,0,0,0,VERB,0,chybí,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADV,0,Už,0,,
,0,0,0,ADV,0,dost,0,,
,1,1,0,ADP,0,na,0,,
,0,0,0,DET,0,tom,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,NOUN,0,hypertonik,0,,
,0,0,0,VERB,0,musí,0,,
,0,0,0,VERB,0,topit,0,,
,0,0,0,ADP,0,ve,0,,
,0,0,0,NOUN,0,skleníku,0,,
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,Podle,1,,
,0,0,0,ADJ,0,córdobského,0,,
,0,0,0,NOUN,0,cestovatele,0,,
,0,0,0,AUX,0,byl,0,,
,1,1,0,NOUN,0,poměr,0,,
,0,0,0,DET,0,oněch,0,,
,0,0,1,NOUN,1,šátečků,1,0,n
,0,1,0,ADP,1,k,1,,
,0,0,0,NOUN,0,minci,0,,
,0,0,0,ADJ,0,ustálen,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,DET,0,tento,0,,
,0,0,0,ADV,0,všeobecně,0,,
,0,0,0,ADJ,0,známý,0,,
,0,0,0,NOUN,0,poměr,0,,
,0,0,1,VERB,1,sloužil,1,1,c
,0,1,0,ADP,1,k,1,,
,0,0,1,ADJ,1,rychlému,1,1,x
,0,0,0,NOUN,0,přepočtu,0,,
,0,0,0,NOUN,0,cen,0,,
,0,0,0,ADJ,0,jednotlivých,0,,
,0,0,0,NOUN,0,druhů,0,,
,0,0,0,NOUN,0,zboží,0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,ADJ,0,libovolné,0,,
,0,0,1,NOUN,1,podobě,1,0,c
,0,0,0,NOUN,0,oběživa,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,DET,0,Jejich,0,,
,0,0,0,NOUN,0,právo,0,,
,0,0,0,VERB,0,musíme,0,,
,1,1,0,VERB,0,ctít,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,Jako,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,X,0,eee,0,,
,0,0,0,X,0,natahnút,0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,PRON,0,neco,0,,
,0,0,0,ADJ,0,vlhký,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,_,0,aby,0,,
,0,0,0,VERB,0,uschl,0,,
,0,0,0,ADJ,0,roztahlý,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PRON,0,Já,0,,
,0,0,0,AUX,0,jsem,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,ADV,0,střídavě,0,,
,0,0,0,VERB,0,četla,0,,
,0,0,0,NOUN,0,Bibli,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,NOUN,0,deník,0,,
,0,0,0,PROPN,0,Václava,0,,
,0,0,0,PROPN,0,Antonína,0,,
,0,0,0,PUNCT,0,-,0,,
,0,0,0,DET,0,toho,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,který,0,,
,0,0,0,VERB,0,zajal,0,,
,0,0,0,NOUN,0,harém,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,VERB,0,přivezl,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,PRON,0,jej,0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,PROPN,0,Kostku,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,aniž,0,,
,0,0,0,AUX,0,by,0,,
,0,0,0,PRON,0,mu,0,,
,0,1,0,VERB,1,překáželo,1,0,n
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,ADJ,0,ženatý,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,CCONJ,0,enomže,0,,
,0,0,0,ADV,0,sem,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,VERB,0,jezdila,0,,
,0,0,0,ADP,0,do,0,,
,0,0,0,DET,0,toho,0,,
,0,0,0,PROPN,0,Kyjova,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADV,0,pracovně,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,NOUN,0,Nábřeží,0,,
,0,0,0,AUX,0,bylo,0,,
,0,0,0,ADV,0,mizerně,0,,
,0,0,0,ADJ,0,osvětlené,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,PROPN,0,Oskar,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,bál,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,aby,0,,
,0,0,0,NOUN,0,syn,0,,
,0,0,0,VERB,0,nespadl,0,,
,0,0,0,ADP,0,do,0,,
,0,0,0,NOUN,0,vody,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,PART,0,Například,0,,
,0,0,0,AUX,0,je,0,,
,0,0,0,ADV,0,určitě,0,,
,0,0,0,ADV,0,zapotřebí,0,,
,0,1,0,VERB,1,uvítat,1,1,n
,0,0,0,NOUN,0,myšlenku,0,,
,0,1,0,VERB,1,otevřít,1,1,c
,0,0,0,NOUN,0,delegaci,0,,
,0,0,0,PROPN,0,EU,0,,
,1,1,0,ADP,0,se,0,,
,0,0,0,ADJ,0,zvláštním,0,,
,0,0,0,NOUN,0,statusem,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,dokud,0,,
,0,0,0,AUX,0,nebude,0,,
,0,0,0,ADV,0,skutečně,0,,
,0,1,0,ADJ,1,vyhlášena,1,1,c
,0,0,0,NOUN,0,nezávislost,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADP,0,Z,0,,
,0,0,0,NOUN,0,místa,0,,
,0,0,0,ADP,0,na,0,,
,0,0,0,NOUN,0,místo,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,přemísťují,0,,
,0,0,0,ADJ,0,originálním,0,,
,0,0,0,NOUN,0,způsobem,0,,
,0,0,0,PUNCT,0,",",0,,
,1,1,0,ADP,0,při,0,,
,0,0,0,PRON,0,němž,0,,
,0,0,0,ADP,0,místo,0,,
,0,0,0,NOUN,0,nohou,0,,
,0,0,0,VERB,0,používají,0,,
,0,0,0,NOUN,0,paže,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,CCONJ,0,Ale,0,,
,0,0,1,NOUN,1,výkony,1,0,c
,0,0,0,DET,0,některých,0,,
,0,0,0,NOUN,0,druhů,0,,
,0,0,0,ADV,0,už,0,,
,0,0,0,VERB,0,hraničí,0,,
,0,1,0,ADP,1,se,1,,
,0,0,0,ADJ,0,vzdušnou,0,,
,0,0,0,NOUN,0,akrobacií,0,,
,0,0,0,PUNCT,0,",",0,,
,0,1,0,ADP,1,v,1,,
,0,0,0,PRON,0,níž,0,,
,0,0,0,AUX,0,jsou,0,,
,0,0,0,ADV,0,jednoznačně,0,,
,0,0,0,ADJ,0,nejlepší,0,,
,0,0,0,NOUN,0,giboni,0,,
,0,0,0,PUNCT,0,(,0,,
,1,1,0,NOUN,0,čeleď,0,,
,0,0,0,X,0,Hylobatidae,0,,
,0,0,0,PUNCT,0,),0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,VERB,0,Přál,0,,
,0,0,0,AUX,0,bych,0,,
,0,0,0,PRON,0,si,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,_,0,abychom,0,,
,0,0,1,VERB,1,přehodnotili,1,1,c
,0,0,0,DET,0,naši,0,,
,0,0,0,NOUN,0,politiku,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,která,0,,
,0,0,0,PRON,0,se,0,,
,0,0,1,PART,1,až,1,,
,0,0,0,ADV,0,dosud,0,,
,0,0,1,VERB,1,vyznačovala,1,0,c
,0,0,0,DET,0,tím,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,AUX,0,jsme,0,,
,0,0,0,VERB,0,neuznávali,0,,
,0,0,0,NOUN,0,úsilí,0,,
,0,0,0,NOUN,0,obyvatel,0,,
,0,0,0,ADJ,0,Somálijské,0,,
,0,0,0,NOUN,0,republiky,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,kteří,0,,
,1,1,0,ADP,0,v,0,,
,0,0,0,DET,0,této,0,,
,0,0,0,NOUN,0,oblasti,0,,
,0,0,0,VERB,0,vytvořili,0,,
,0,0,0,ADJ,0,nezávislý,0,,
,0,0,0,CCONJ,0,a,0,,
,0,0,0,ADJ,0,demokratický,0,,
,0,0,0,ADJ,0,muslimský,0,,
,0,0,0,NOUN,0,stát,0,,
,0,0,0,PUNCT,0,",",0,,
,0,1,0,ADP,1,k,1,,
,0,0,0,PRON,0,němuž,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,CCONJ,0,však,0,,
,1,1,0,VERB,0,chováme,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,jako,0,,
,0,0,0,AUX,0,by,0,,
,0,0,1,VERB,1,neexistoval,1,1,x
,0,0,0,PUNCT,0,.,0,,
,0,0,0,ADP,0,Kromě,0,,
,0,0,0,DET,0,těchto,0,,
,0,0,0,ADJ,0,různých,0,,
,0,0,1,NOUN,1,podob,1,0,c
,0,0,0,NOUN,0,oběživa,0,,
,0,0,0,PRON,0,se,0,,
,0,1,0,ADP,1,u,1,,
,0,0,0,PRON,0,nás,0,,
,0,0,0,PART,0,ovšem,0,,
,0,0,0,VERB,0,nakupovalo,0,,
,0,0,0,CCONJ,0,i,0,,
,0,1,0,ADP,1,za,1,,
,0,0,0,ADJ,0,stříbrnou,0,,
,0,0,0,NOUN,0,minci,0,,
,0,0,0,ADJ,0,západní,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,ADJ,0,karlovské,0,,
,0,0,0,ADJ,0,váhové,0,,
,0,0,0,NOUN,0,soustavy,0,,
,0,0,0,PUNCT,0,.,0,,
,0,0,0,SCONJ,0,že,0,,
,0,0,0,DET,0,to,0,,
,0,0,0,DET,0,to,0,,
,0,0,0,AUX,0,bys,0,,
,0,0,0,PUNCT,0,.,0,,
,0,1,0,ADP,1,Z,1,,
,0,0,0,DET,0,jeho,0,,
,0,0,0,NOUN,0,zprávy,0,,
,0,0,0,PRON,0,se,0,,
,0,0,0,VERB,0,zachoval,0,,
,0,0,0,NOUN,0,úryvek,0,,
,0,0,0,PUNCT,0,",",0,,
,0,0,0,DET,0,který,0,,
,0,0,1,VERB,1,popisuje,1,0,c
,0,0,0,PUNCT,0,",",0,,
,0,0,0,SCONJ,0,jak,0,,
,0,0,0,ADJ,0,čeští,0,,
,0,0,0,PROPN,0,Slované,0,,
,0,0,0,VERB,0,užívají,0,,
,0,1,0,ADP,1,při,1,,
,0,0,0,NOUN,0,obchodu,0,,
,0,0,0,ADJ,0,zvláštních,0,,
,0,0,0,ADJ,0,textilních,0,,
